Progeny Sire    Dam     Sex  G   NMPrg NFPrg F        Homo     Phen      Res       Polygene  QTL       Final_EBV
3800    2994    2916    M   8    0     0     0.005859 0.708111       --- +0.000000 +0.000000 +0.355531 +0.327058
3801    1677    3163    F   8    0     0     0.003906 0.708422 -0.338000 -0.750142 +0.000000 +0.412142 +0.291488
3802    3215    3452    F   8    1     1     0.012695 0.682556 +0.033376 -0.334533 +0.000000 +0.367909 +0.448919
3803    3507    273     M   8    0     0     0.000000 0.698044       --- +0.000000 +0.000000 +0.542109 +0.374988
3804    3374    1847    F   8    0     0     0.003906 0.707267 +0.512119 +0.212734 +0.000000 +0.299386 +0.319249
3805    1151    2882    M   8    0     0     0.000000 0.685844       --- +0.000000 +0.000000 -0.003014 +0.433882
3806    2195    3277    F   8    0     2     0.019775 0.711667 +1.166494 -0.147999 +0.000000 +1.314493 +0.691430
3807    1151    1985    M   8    0     0     0.000000 0.689000       --- +0.000000 +0.000000 +0.128688 +0.342513
3808    3207    3188    F   8    0     2     0.012695 0.699467 +0.711490 +0.054293 +0.000000 +0.657196 +0.444368
3809    3090    131     M   8    0     0     0.000000 0.698667       --- +0.000000 +0.000000 +0.279531 +0.343713
3810    2943    3573    M   8    11    9     0.008057 0.707867       --- +0.000000 +0.000000 +0.374844 +0.545538
3811    2195    1538    M   8    0     0     0.000000 0.699889       --- +0.000000 +0.000000 +0.961071 +0.600750
3812    3438    3570    M   8    0     0     0.008301 0.724244       --- +0.000000 +0.000000 +0.237712 +0.402824
3813    3180    439     F   8    0     0     0.000000 0.698133 +0.045079 -0.467382 +0.000000 +0.512462 +0.343568
3814    3064    3323    M   8    0     0     0.005859 0.713089       --- +0.000000 +0.000000 +0.749676 +0.400529
3815    1151    1014    F   8    0     0     0.000000 0.693333 -0.007124 -0.478748 +0.000000 +0.471624 +0.348657
3816    2079    1560    F   8    0     0     0.000000 0.684889 +0.034153 -0.659320 +0.000000 +0.693472 +0.407920
3817    2965    1479    M   8    0     0     0.000000 0.716622       --- +0.000000 +0.000000 +0.080685 +0.273719
3818    3422    351     M   8    0     0     0.000000 0.698311       --- +0.000000 +0.000000 +0.467442 +0.500204
3819    2386    1788    M   8    0     0     0.000000 0.707556       --- +0.000000 +0.000000 +0.342695 +0.428363
3820    2994    3083    F   8    0     0     0.011230 0.703311 -1.022978 -0.761829 +0.000000 -0.261149 +0.308438
3821    2943    2014    M   8    0     0     0.003906 0.714222       --- +0.000000 +0.000000 +0.699100 +0.446857
3822    3349    1996    F   8    0     0     0.000000 0.716800 -0.003632 -0.500240 +0.000000 +0.496608 +0.474827
3823    3496    2102    M   8    0     0     0.002930 0.687200       --- +0.000000 +0.000000 +0.596764 +0.349276
3824    2830    1093    F   8    0     0     0.000000 0.704778 -1.157615 -1.384542 +0.000000 +0.226927 +0.237508
3825    12      2950    F   8    0     0     0.000000 0.695044 -0.370809 -0.792419 +0.000000 +0.421610 +0.414111
3826    3207    2414    M   8    0     0     0.007812 0.708800       --- +0.000000 +0.000000 +1.039521 +0.358399
3827    2719    2172    M   8    0     0     0.000000 0.697089       --- +0.000000 +0.000000 +0.341890 +0.336670
3828    3426    905     M   8    0     0     0.000000 0.696556       --- +0.000000 +0.000000 +0.361282 +0.245667
3829    1998    909     M   8    0     0     0.000000 0.709822       --- +0.000000 +0.000000 +0.628572 +0.383594
3830    2763    3531    M   8    12    8     0.009766 0.708044       --- +0.000000 +0.000000 +0.425195 +0.594393
3831    3098    1081    F   8    0     0     0.000000 0.722489 +0.624256 +0.237049 +0.000000 +0.387207 +0.301831
3832    3591    3220    F   8    1     1     0.010742 0.705267 +1.015280 +0.478837 +0.000000 +0.536443 +0.526045
3833    3340    2579    F   8    0     0     0.000000 0.698422 +0.198944 -0.183982 +0.000000 +0.382926 +0.493254
3834    1878    2791    F   8    0     0     0.001953 0.688533 -2.491736 -2.446560 +0.000000 -0.045176 +0.236861
3835    2965    2056    M   8    0     0     0.000000 0.712289       --- +0.000000 +0.000000 +0.606878 +0.298199
3836    3       2286    M   8    0     0     0.000000 0.711533       --- +0.000000 +0.000000 +0.301700 +0.336157
3837    3370    2773    F   8    1     1     0.007812 0.698089 +0.931418 +0.865818 +0.000000 +0.065600 +0.437534
3838    3591    3213    M   8    0     0     0.009766 0.717178       --- +0.000000 +0.000000 +0.574942 +0.484956
3839    3       2419    M   8    0     0     0.000000 0.667800       --- +0.000000 +0.000000 +0.768857 +0.399060
3840    2994    3408    F   8    0     0     0.013184 0.707511 -0.452917 -0.791017 +0.000000 +0.338100 +0.275876
3841    3215    3417    M   8    0     0     0.020630 0.710711       --- +0.000000 +0.000000 +0.705227 +0.502832
3842    3577    2970    F   8    0     0     0.014648 0.703800 -1.482901 -1.262032 +0.000000 -0.220869 +0.290457
3843    3416    3603    M   8    0     0     0.015625 0.695244       --- +0.000000 +0.000000 +0.280860 +0.408376
3844    2943    2536    F   8    2     0     0.008057 0.704600 +0.707096 +0.425719 +0.000000 +0.281377 +0.463618
3845    3305    1983    M   8    0     0     0.007812 0.705600       --- +0.000000 +0.000000 +0.689653 +0.298698
3846    2655    1578    M   8    0     0     0.000000 0.691156       --- +0.000000 +0.000000 +0.605757 +0.281549
3847    3591    2624    F   8    0     0     0.007812 0.698022 +0.137771 +0.061447 +0.000000 +0.076324 +0.394975
3848    1961    2920    M   8    0     0     0.000000 0.713956       --- +0.000000 +0.000000 +0.450897 +0.363650
3849    3349    1632    F   8    0     0     0.000000 0.692467 +0.811861 +0.361447 +0.000000 +0.450414 +0.503306
3850    2795    2690    F   8    1     1     0.015625 0.709067 +0.431109 +0.210592 +0.000000 +0.220517 +0.519075
3851    1677    3185    F   8    0     0     0.007812 0.699289 -0.630327 -0.826419 +0.000000 +0.196093 +0.276455
3852    3577    3109    F   8    2     0     0.012695 0.693444 +0.803154 +0.332814 +0.000000 +0.470339 +0.474720
3853    2763    3283    M   8    10    10    0.013672 0.707844       --- +0.000000 +0.000000 +0.528773 +0.584529
3854    3591    2782    F   8    2     0     0.011719 0.723933 +0.694428 +0.131911 +0.000000 +0.562517 +0.500745
3855    2079    1253    M   8    0     0     0.000000 0.705822       --- +0.000000 +0.000000 +0.773082 +0.536535
3856    3229    1951    M   8    6     4     0.005859 0.700333       --- +0.000000 +0.000000 +0.888528 +0.449468
3857    3496    1450    F   8    0     0     0.000000 0.708044 -1.815014 -2.140865 +0.000000 +0.325851 +0.215150
3858    2701    3121    F   8    0     0     0.001953 0.704711 +0.445732 +0.101149 +0.000000 +0.344583 +0.401834
3859    1151    2554    M   8    0     0     0.000000 0.690244       --- +0.000000 +0.000000 +0.997171 +0.433120
3860    2655    2267    F   8    2     0     0.000000 0.698867 +0.417929 -0.051978 +0.000000 +0.469907 +0.378470
3861    1878    2274    M   8    0     0     0.000000 0.704867       --- +0.000000 +0.000000 -0.144570 +0.314111
3862    2701    1917    F   8    0     0     0.003906 0.703622 -1.076384 -1.182193 +0.000000 +0.105809 +0.309233
3863    2994    3066    M   8    0     0     0.003906 0.714244       --- +0.000000 +0.000000 +0.471699 +0.320855
3864    3152    2812    F   8    1     1     0.008057 0.706778 +0.802749 +0.578021 +0.000000 +0.224728 +0.434000
3865    3416    1441    F   8    0     0     0.011719 0.696022 +0.284736 -0.080444 +0.000000 +0.365180 +0.273143
3866    1961    2518    M   8    0     0     0.000000 0.696267       --- +0.000000 +0.000000 +0.501500 +0.339724
3867    3215    3494    F   8    2     0     0.014160 0.704800 -0.803148 -1.291518 +0.000000 +0.488370 +0.407809
3868    3423    2471    M   8    0     0     0.013672 0.696200       --- +0.000000 +0.000000 +0.804109 +0.484992
3869    1961    2315    M   8    0     0     0.000000 0.699244       --- +0.000000 +0.000000 +1.237546 +0.429730
3870    3098    1858    F   8    0     0     0.000000 0.720133 +0.967497 +1.014490 +0.000000 -0.046993 +0.332124
3871    3064    3031    F   8    0     0     0.005859 0.704822 -0.081185 -0.550308 +0.000000 +0.469123 +0.310908
3872    3496    2559    F   8    1     1     0.003906 0.685067 +1.880288 +1.656793 +0.000000 +0.223496 +0.486397
3873    1961    2636    M   8    0     0     0.000000 0.710756       --- +0.000000 +0.000000 +0.555737 +0.372732
3874    3416    2969    M   8    0     0     0.013672 0.703200       --- +0.000000 +0.000000 -0.020072 +0.409318
3875    2762    478     F   8    2     0     0.000000 0.697489 +0.506933 -0.299217 +0.000000 +0.806150 +0.434621
3876    3426    1687    F   8    1     1     0.000000 0.699756 +1.538067 +0.656182 +0.000000 +0.881885 +0.364347
3877    3416    3285    F   8    0     0     0.016602 0.705067 -0.579048 -0.781712 +0.000000 +0.202664 +0.325815
3878    1998    2534    F   8    0     0     0.000000 0.693778 +0.717427 +0.605862 +0.000000 +0.111565 +0.427539
3879    2795    3357    F   8    2     0     0.011719 0.736689 +0.501284 -0.334535 +0.000000 +0.835820 +0.522059
3880    3340    1525    M   8    0     0     0.000000 0.692400       --- +0.000000 +0.000000 +0.797859 +0.468494
3881    3180    2900    M   8    0     0     0.003906 0.678844       --- +0.000000 +0.000000 +0.758423 +0.455372
3882    3207    2514    M   8    0     0     0.008301 0.685289       --- +0.000000 +0.000000 +0.501369 +0.434096
3883    2762    1561    M   8    0     0     0.000000 0.691911       --- +0.000000 +0.000000 +0.324709 +0.473306
3884    2386    2001    F   8    0     0     0.000000 0.693911 -0.191511 -0.645965 +0.000000 +0.454453 +0.377665
3885    3180    232     F   8    0     0     0.000000 0.697889 +0.407554 +0.179864 +0.000000 +0.227690 +0.351328
3886    2763    2392    M   8    6     4     0.007812 0.712822       --- +0.000000 +0.000000 +0.778078 +0.568629
3887    3370    1922    M   8    0     0     0.003906 0.682267       --- +0.000000 +0.000000 +0.433864 +0.337229
3888    1151    2564    M   8    0     0     0.000000 0.712200       --- +0.000000 +0.000000 -0.435716 +0.401995
3889    2762    1981    M   8    0     0     0.000000 0.697933       --- +0.000000 +0.000000 +0.555127 +0.379596
3890    3152    3529    M   8    0     0     0.004150 0.707044       --- +0.000000 +0.000000 +0.469256 +0.430746
3891    2994    2553    M   8    0     0     0.003906 0.704156       --- +0.000000 +0.000000 +0.071550 +0.291316
3892    2830    1609    M   8    0     0     0.000000 0.714156       --- +0.000000 +0.000000 +0.776809 +0.379040
3893    3305    1800    M   8    0     0     0.007812 0.713156       --- +0.000000 +0.000000 +0.108853 +0.289650
3894    966     2730    F   8    1     1     0.000000 0.692444 +1.571019 +1.759413 +0.000000 -0.188393 +0.487692
3895    3215    3506    F   8    1     1     0.011841 0.697733 +0.829638 -0.127110 +0.000000 +0.956748 +0.577230
3896    3305    3059    F   8    0     0     0.010742 0.714333 -1.700595 -2.275992 +0.000000 +0.575397 +0.298806
3897    3064    1918    F   8    0     0     0.004883 0.688511 -0.385282 -0.547222 +0.000000 +0.161940 +0.353237
3898    3591    3106    M   8    12    8     0.008301 0.701844       --- +0.000000 +0.000000 +0.986817 +0.547622
3899    2719    1506    M   8    0     0     0.000000 0.694067       --- +0.000000 +0.000000 +0.130602 +0.324412
3900    966     2606    F   8    0     0     0.000000 0.698267 -0.960643 -1.312007 +0.000000 +0.351364 +0.331579
3901    1577    3464    M   8    0     0     0.000977 0.693044       --- +0.000000 +0.000000 +0.309968 +0.387600
3902    3180    2156    M   8    0     0     0.000000 0.715400       --- +0.000000 +0.000000 +0.602423 +0.472637
3903    3229    2956    F   8    2     0     0.014893 0.693756 +1.005906 +0.003054 +0.000000 +1.002851 +0.535301
3904    3422    2578    F   8    0     2     0.009766 0.699644 -0.169166 -0.508285 +0.000000 +0.339119 +0.556767
3905    2830    1498    M   8    0     0     0.000000 0.714844       --- +0.000000 +0.000000 +0.652676 +0.447142
3906    3577    2779    M   8    0     0     0.014648 0.714889       --- +0.000000 +0.000000 -0.065837 +0.448614
3907    1151    2353    M   8    0     0     0.000000 0.685800       --- +0.000000 +0.000000 +0.087889 +0.463311
3908    3423    853     M   8    0     0     0.000000 0.706133       --- +0.000000 +0.000000 +0.510600 +0.471039
3909    3426    896     F   8    0     0     0.000000 0.691711 +0.143027 -0.194155 +0.000000 +0.337182 +0.244159
3910    3577    2426    F   8    0     0     0.014648 0.706178 -0.350108 -0.808309 +0.000000 +0.458201 +0.339264
3911    3349    3352    F   8    1     1     0.012695 0.680867 -0.078165 -0.406576 +0.000000 +0.328411 +0.560681
3912    3422    3117    M   8    0     0     0.014648 0.705467       --- +0.000000 +0.000000 +0.930654 +0.510933
3913    1878    1299    F   8    0     0     0.000000 0.698956 -0.021563 -0.457440 +0.000000 +0.435878 +0.283427
3914    3374    1200    M   8    0     0     0.007812 0.712244       --- +0.000000 +0.000000 +0.848344 +0.328216
3915    3438    3543    F   8    0     0     0.008301 0.704644 +0.687594 +0.592694 +0.000000 +0.094900 +0.394089
3916    3422    1434    F   8    0     0     0.000000 0.722622 +0.423644 +0.411920 +0.000000 +0.011724 +0.447751
3917    3349    1850    F   8    0     0     0.000000 0.710133 +0.630658 +0.141843 +0.000000 +0.488815 +0.510664
3918    2994    3075    M   8    0     0     0.006836 0.714778       --- +0.000000 +0.000000 +0.394131 +0.310448
3919    2195    2248    M   8    0     0     0.000000 0.699644       --- +0.000000 +0.000000 +0.862421 +0.534781
3920    3577    2504    M   8    0     0     0.015869 0.692800       --- +0.000000 +0.000000 +0.671350 +0.532028
3921    3152    3226    F   8    2     0     0.008301 0.693556 +1.501204 +1.337429 +0.000000 +0.163775 +0.511533
3922    3090    2865    M   8    0     0     0.010742 0.712267       --- +0.000000 +0.000000 +0.202814 +0.353552
3923    3591    3203    M   8    0     0     0.013672 0.728711       --- +0.000000 +0.000000 +0.697519 +0.520889
3924    3098    3359    F   8    0     0     0.010742 0.698289 -0.828095 -0.986218 +0.000000 +0.158123 +0.330552
3925    2719    2066    M   8    0     0     0.000000 0.698378       --- +0.000000 +0.000000 +0.050232 +0.328681
3926    2965    2648    M   8    0     0     0.000000 0.699711       --- +0.000000 +0.000000 +0.502162 +0.320664
3927    3180    1757    F   8    0     0     0.000000 0.703222 +0.104923 +0.096757 +0.000000 +0.008166 +0.367693
3928    1961    1499    F   8    0     0     0.000000 0.698200 +0.784779 -0.029893 +0.000000 +0.814672 +0.376548
3929    3374    1444    M   8    0     0     0.003906 0.699378       --- +0.000000 +0.000000 -0.106093 +0.264486
3930    966     2168    M   8    0     0     0.000000 0.715689       --- +0.000000 +0.000000 -0.226586 +0.334354
3931    2079    3115    F   8    0     0     0.000000 0.687378 -0.153779 -1.045451 +0.000000 +0.891671 +0.455744
3932    3349    1696    F   8    1     1     0.000000 0.711556 +0.267311 -0.979245 +0.000000 +1.246556 +0.637047
3933    2830    1797    F   8    0     0     0.000000 0.703600 -0.870619 -1.094123 +0.000000 +0.223504 +0.216756
3934    3305    3329    F   8    0     0     0.006592 0.698778 -0.141097 -0.462923 +0.000000 +0.321826 +0.412948
3935    3098    1953    F   8    0     0     0.000000 0.704289 -0.330649 -0.255937 +0.000000 -0.074712 +0.270656
3936    2994    1938    M   8    0     0     0.003906 0.699578       --- +0.000000 +0.000000 +0.081258 +0.307591
3937    2719    1879    M   8    0     0     0.000000 0.688133       --- +0.000000 +0.000000 +0.639025 +0.350680
3938    3481    2200    F   8    2     0     0.007812 0.700111 +1.593773 +1.420175 +0.000000 +0.173598 +0.386193
3939    3438    3383    M   8    0     0     0.007812 0.686400       --- +0.000000 +0.000000 -0.029757 +0.330909
3940    3229    3029    F   8    2     0     0.013428 0.691689 +1.040043 +0.672920 +0.000000 +0.367123 +0.518126
3941    2195    1496    F   8    1     1     0.000000 0.680667 +0.259617 -0.312742 +0.000000 +0.572359 +0.462866
3942    1577    3101    M   8    0     0     0.001953 0.706133       --- +0.000000 +0.000000 +0.941372 +0.430531
3943    2655    1966    M   8    0     0     0.000000 0.699822       --- +0.000000 +0.000000 +0.261872 +0.327853
3944    1151    2226    F   8    1     1     0.000000 0.717933 +1.519056 +1.506385 +0.000000 +0.012671 +0.429670
3945    2795    2679    M   8    0     0     0.003906 0.709578       --- +0.000000 +0.000000 +0.252621 +0.462926
3946    1677    2508    F   8    0     2     0.007812 0.704178 +1.920771 +1.519655 +0.000000 +0.401116 +0.478332
3947    3064    2581    M   8    0     0     0.002441 0.686644       --- +0.000000 +0.000000 +0.296047 +0.374187
3948    3374    2027    M   8    0     0     0.003906 0.693822       --- +0.000000 +0.000000 +0.577069 +0.292260
3949    2762    1268    F   8    0     0     0.000000 0.703444 +0.052867 -0.025052 +0.000000 +0.077919 +0.424721
3950    2762    3028    M   8    0     0     0.014648 0.698756       --- +0.000000 +0.000000 +0.510474 +0.503293
3951    12      3242    F   8    0     0     0.000000 0.706511 -0.127661 +0.231206 +0.000000 -0.358867 +0.448586
3952    2795    2327    F   8    2     0     0.003906 0.701267 -0.124805 -0.747535 +0.000000 +0.622729 +0.448816
3953    2386    1511    F   8    0     0     0.000000 0.696733 -0.677269 -1.064508 +0.000000 +0.387239 +0.315735
3954    1577    3418    F   8    2     0     0.001953 0.683422 +0.951671 +0.667176 +0.000000 +0.284496 +0.435025
3955    12      3123    F   8    0     0     0.000000 0.714156 -0.724100 -1.440905 +0.000000 +0.716805 +0.401737
3956    3481    2299    F   8    1     1     0.008301 0.704667 +0.499594 +0.484413 +0.000000 +0.015181 +0.455630
3957    966     3478    M   8    0     0     0.000000 0.695378       --- +0.000000 +0.000000 +0.424992 +0.406302
3958    2701    3515    M   8    0     0     0.005859 0.700156       --- +0.000000 +0.000000 +0.313230 +0.358640
3959    1878    2662    F   8    0     2     0.007812 0.693689 +1.346827 +1.039606 +0.000000 +0.307221 +0.406094
3960    3349    1685    M   8    0     0     0.000000 0.699622       --- +0.000000 +0.000000 +0.132633 +0.535743
3961    2795    3380    M   8    12    8     0.011719 0.701156       --- +0.000000 +0.000000 +0.162083 +0.525025
3962    3340    675     F   8    0     0     0.000000 0.678822 -0.743038 -1.563457 +0.000000 +0.820419 +0.439866
3963    12      2922    F   8    0     0     0.000000 0.695044 +0.804655 -0.033778 +0.000000 +0.838433 +0.426793
3964    1878    2657    F   8    0     0     0.003906 0.692889 -1.008020 -1.260049 +0.000000 +0.252030 +0.262481
3965    3496    2841    F   8    0     0     0.006348 0.691578 +0.156528 -0.575303 +0.000000 +0.731831 +0.380492
3966    3       259     F   8    1     1     0.000000 0.689933 +2.406487 +2.044905 +0.000000 +0.361582 +0.555183
3967    3423    1097    M   8    0     0     0.000000 0.705556       --- +0.000000 +0.000000 +0.712761 +0.444861
3968    2386    3626    M   8    0     0     0.001953 0.696844       --- +0.000000 +0.000000 +0.669243 +0.423222
3969    3180    1281    F   8    0     0     0.000000 0.717556 -0.256663 -0.641917 +0.000000 +0.385254 +0.290390
3970    1151    2435    M   8    0     0     0.000000 0.697000       --- +0.000000 +0.000000 +0.629325 +0.431993
3971    2994    1853    F   8    0     0     0.003906 0.705711 -2.079812 -1.734445 +0.000000 -0.345366 +0.128924
3972    3426    291     M   8    0     0     0.000000 0.698089       --- +0.000000 +0.000000 +0.048668 +0.239975
3973    3423    607     M   8    0     0     0.000000 0.697378       --- +0.000000 +0.000000 +0.783219 +0.414975
3974    3340    1133    M   8    0     0     0.000000 0.696800       --- +0.000000 +0.000000 +1.337425 +0.536545
3975    3374    2616    M   8    0     0     0.003906 0.692556       --- +0.000000 +0.000000 +0.454217 +0.309480
3976    3416    3114    M   8    0     0     0.013672 0.706556       --- +0.000000 +0.000000 +0.500365 +0.294583
3977    2701    3613    M   8    0     0     0.003906 0.715533       --- +0.000000 +0.000000 +0.537513 +0.388170
3978    3423    2532    M   8    0     0     0.007812 0.699844       --- +0.000000 +0.000000 +0.440338 +0.483759
3979    3215    2880    F   8    0     0     0.008789 0.692800 -1.143126 -1.707451 +0.000000 +0.564326 +0.349373
3980    3577    3583    F   8    1     1     0.016113 0.694333 +1.413605 +0.925374 +0.000000 +0.488231 +0.608573
3981    1577    2794    F   8    0     0     0.001953 0.706044 -1.524369 -1.789441 +0.000000 +0.265072 +0.316270
3982    3       2842    M   8    0     0     0.000000 0.686556       --- +0.000000 +0.000000 +0.481587 +0.377921
3983    2795    2761    M   8    0     0     0.003906 0.701400       --- +0.000000 +0.000000 +0.142075 +0.452690
3984    2943    2558    M   8    0     0     0.008057 0.701467       --- +0.000000 +0.000000 +0.606656 +0.451711
3985    3305    2332    F   8    0     2     0.010742 0.694178 +1.538507 +1.529099 +0.000000 +0.009408 +0.393849
3986    1998    2288    F   8    0     0     0.000000 0.694711 +0.625531 +0.026748 +0.000000 +0.598783 +0.375244
3987    3422    3539    F   8    1     1     0.019531 0.707689 +2.400268 +1.842991 +0.000000 +0.557278 +0.674879
3988    2195    1909    F   8    2     0     0.000000 0.698844 +1.644756 +0.843161 +0.000000 +0.801595 +0.606032
3989    3229    2460    F   8    2     0     0.009766 0.701156 +1.168250 -0.093583 +0.000000 +1.261833 +0.551158
3990    1677    3237    F   8    0     0     0.003906 0.712756 -0.377621 -0.253953 +0.000000 -0.123668 +0.331576
3991    2965    1669    M   8    0     0     0.000000 0.708622       --- +0.000000 +0.000000 +0.604535 +0.405335
3992    3577    2971    F   8    1     1     0.015869 0.692244 +1.098728 +0.524094 +0.000000 +0.574634 +0.569889
3993    2701    3405    M   8    0     0     0.005859 0.705511       --- +0.000000 +0.000000 +0.125953 +0.327320
3994    3305    2499    M   8    0     0     0.009277 0.705467       --- +0.000000 +0.000000 +0.088947 +0.343726
3995    2079    2169    M   8    0     0     0.000000 0.683867       --- +0.000000 +0.000000 +0.503584 +0.447583
3996    3374    1143    F   8    0     0     0.003906 0.708733 -1.551440 -1.905412 +0.000000 +0.353972 +0.162832
3997    3426    2025    M   8    0     0     0.000977 0.702200       --- +0.000000 +0.000000 +0.361348 +0.308542
3998    3422    2141    M   8    0     0     0.000000 0.701244       --- +0.000000 +0.000000 +0.338015 +0.502519
3999    3370    2400    M   8    0     0     0.003906 0.696578       --- +0.000000 +0.000000 +0.776166 +0.379187
4000    3       2801    F   8    1     1     0.000000 0.695200 +1.174528 +0.353640 +0.000000 +0.820888 +0.471555
4001    3426    2017    F   8    0     0     0.000000 0.696067 +0.003352 -0.458623 +0.000000 +0.461975 +0.269508
4002    3374    3346    F   8    0     0     0.010254 0.699822 +0.223245 -0.367175 +0.000000 +0.590420 +0.411304
4003    1677    3034    M   8    0     0     0.007812 0.701956       --- +0.000000 +0.000000 +0.085589 +0.323369
4004    3496    2573    F   8    2     0     0.003418 0.713444 +0.725093 +0.413695 +0.000000 +0.311398 +0.417565
4005    3207    3144    F   8    0     0     0.012695 0.693444 -0.284989 -0.897215 +0.000000 +0.612226 +0.306577
4006    3207    2370    M   8    0     0     0.014648 0.723733       --- +0.000000 +0.000000 +0.778470 +0.358527
4007    3349    994     F   8    1     1     0.000000 0.692533 +1.505677 +0.734837 +0.000000 +0.770840 +0.601556
4008    3422    930     M   8    0     0     0.000000 0.688822       --- +0.000000 +0.000000 +0.474517 +0.504151
4009    3370    2351    F   8    0     0     0.003906 0.691889 -0.238062 +0.168708 +0.000000 -0.406769 +0.309430
4010    3090    264     F   8    0     0     0.000000 0.681267 -0.316185 -0.744887 +0.000000 +0.428702 +0.275987
4011    3507    892     M   8    0     0     0.000000 0.693800       --- +0.000000 +0.000000 +0.376715 +0.361154
4012    3496    3086    F   8    0     0     0.005859 0.693756 +0.038382 -0.613009 +0.000000 +0.651391 +0.375156
4013    966     1276    M   8    0     0     0.000000 0.698467       --- +0.000000 +0.000000 -0.109378 +0.332506
4014    3098    3517    F   8    1     1     0.013672 0.694600 +1.105907 +0.610923 +0.000000 +0.494984 +0.395083
4015    3591    3069    M   8    0     0     0.007812 0.693822       --- +0.000000 +0.000000 +0.008370 +0.484717
4016    3098    2524    F   8    0     0     0.000000 0.694267 -0.983247 -1.238668 +0.000000 +0.255420 +0.264690
4017    1998    908     F   8    0     0     0.000000 0.704933 -0.314241 -0.542340 +0.000000 +0.228098 +0.332726
4018    3229    238     M   8    5     5     0.000000 0.695711       --- +0.000000 +0.000000 +0.286664 +0.452140
4019    3090    3021    F   8    0     0     0.008789 0.693444 -1.286582 -1.636001 +0.000000 +0.349419 +0.252180
4020    1998    3465    M   8    0     0     0.000000 0.698578       --- +0.000000 +0.000000 +0.446546 +0.443279
4021    1677    2924    F   8    0     0     0.003906 0.712200 +0.287073 -0.337633 +0.000000 +0.624706 +0.354469
4022    2386    2207    F   8    0     2     0.000000 0.693044 +0.746109 +0.413626 +0.000000 +0.332483 +0.514005
4023    2763    2723    F   8    1     1     0.007812 0.712156 +1.516541 +0.805467 +0.000000 +0.711073 +0.662330
4024    3064    2549    M   8    0     0     0.005859 0.698022       --- +0.000000 +0.000000 +0.291363 +0.355674
4025    3180    1987    M   8    0     0     0.000977 0.699222       --- +0.000000 +0.000000 +0.193434 +0.388170
4026    2762    1661    M   8    0     0     0.000000 0.692289       --- +0.000000 +0.000000 +0.302039 +0.407522
4027    3064    2803    F   8    0     0     0.005859 0.696778 +0.784772 +0.106740 +0.000000 +0.678033 +0.400685
4028    3481    2253    F   8    2     0     0.007812 0.709444 +1.211075 +0.995479 +0.000000 +0.215596 +0.352038
4029    1878    1910    M   8    0     0     0.000000 0.693178       --- +0.000000 +0.000000 -0.067456 +0.345539
4030    3422    165     M   8    0     0     0.000000 0.712933       --- +0.000000 +0.000000 +0.268130 +0.496382
4031    3064    2613    F   8    0     0     0.005859 0.704711 -0.932457 -1.249261 +0.000000 +0.316804 +0.236813
4032    3423    1724    M   8    0     0     0.000000 0.697467       --- +0.000000 +0.000000 +0.540057 +0.476337
4033    3507    712     M   8    0     0     0.000000 0.697489       --- +0.000000 +0.000000 +0.457078 +0.385170
4034    2965    969     M   8    0     0     0.000000 0.705022       --- +0.000000 +0.000000 -0.121064 +0.368669
4035    3507    3520    F   8    1     1     0.015625 0.724000 +0.386558 -0.001281 +0.000000 +0.387839 +0.451865
4036    966     1400    M   8    0     0     0.000000 0.697667       --- +0.000000 +0.000000 +0.619294 +0.325257
4037    3207    2548    M   8    0     0     0.017578 0.702733       --- +0.000000 +0.000000 +0.387844 +0.505889
4038    2655    2003    M   8    0     0     0.000000 0.699067       --- +0.000000 +0.000000 +0.601791 +0.363195
4039    2079    1489    M   8    0     0     0.000000 0.699422       --- +0.000000 +0.000000 +0.644499 +0.516733
4040    3438    3128    F   8    0     0     0.007812 0.715200 +0.023673 +0.011174 +0.000000 +0.012498 +0.348489
4041    3426    2273    F   8    0     0     0.000000 0.688867 -1.349908 -1.737788 +0.000000 +0.387880 +0.175311
4042    1577    3286    M   8    0     0     0.003906 0.730933       --- +0.000000 +0.000000 +0.787931 +0.358656
4043    3340    1831    F   8    0     0     0.000000 0.707556 +0.035950 -0.311830 +0.000000 +0.347780 +0.428432
4044    1998    2054    F   8    0     0     0.000000 0.695356 -0.834409 -1.043648 +0.000000 +0.209238 +0.273136
4045    2195    2335    F   8    1     1     0.000000 0.709644 +1.341810 +0.567858 +0.000000 +0.773952 +0.502365
4046    3507    2082    M   8    0     0     0.000000 0.720200       --- +0.000000 +0.000000 +0.043942 +0.381511
4047    3064    2858    M   8    0     0     0.008301 0.706378       --- +0.000000 +0.000000 +0.936713 +0.334636
4048    3416    2913    F   8    0     0     0.013672 0.708800 +0.404795 +0.235233 +0.000000 +0.169562 +0.273095
4049    3229    374     M   8    0     0     0.000000 0.700044       --- +0.000000 +0.000000 +0.356585 +0.435303
4050    3481    2214    M   8    0     0     0.007812 0.691956       --- +0.000000 +0.000000 +0.369448 +0.343488
4051    3340    2150    M   8    0     0     0.000000 0.700911       --- +0.000000 +0.000000 +0.325129 +0.572785
4052    2079    1823    F   8    0     2     0.000000 0.702933 +1.534067 +0.620876 +0.000000 +0.913190 +0.486833
4053    2386    2344    F   8    0     0     0.000000 0.698822 +0.020670 -0.069589 +0.000000 +0.090259 +0.383844
